repository	commit	date	subject	subsystem	disposition	relevance reason
nodejs/node	0b02b922a8238cca8e78174aead51929f1387d56	2025-12-31T00:26:47+05:30	lib: implement all 1-byte encodings in js	node-lib	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	ce2ec3d835908508f1e9a2e834ca466a2d16888c	2025-12-30T20:03:23+01:00	zlib: add CHECK to validate fast path input	node-zlib	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	6e7a5018663273b4e18027f5b7823e9eec0d61f9	2025-12-31T00:06:25+01:00	url: add fast path to getPathFromURL decoder	node-url	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	7b7f693a98da060e19f2ec12fb99997d5d5524f9	2025-12-30T23:06:35Z	test: check util.parseArgs argv parsing with actual process execution	node-test	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	926162a2eafa2cf53dac3028c9d6faa07f5081f2	2025-12-31T15:45:20+01:00	async_hooks: enabledHooksExist shall return if hooks are enabled	node-async-hooks	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	d991f690df76751f8cd62d72db9d51d8f09101ba	2026-01-01T19:26:27+05:30	doc: fix tls.connect() timeout documentation	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	534442fcbc73fbc69ef430da0d59e8e3df35963b	2026-01-01T16:11:30+01:00	doc: note corepack package removal in distribution doc	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	c6a56b4701542d011e287c45cda96f3deff38535	2026-01-01T19:29:56Z	deps: update ngtcp2 to 1.19.0	node-deps	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	0457bfee2c25987570e3dca2ebe07332de7d0795	2026-01-02T00:48:26+01:00	test: forbid use of named imports for fixtures	wasm-trap-integration	retained-by-path	Changed a screened Node/V8 integration or memory-related path. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	012bf70908fafcbdf8d5c819e346c32b80f7aea4	2026-01-02T12:40:05+01:00	process: optimize asyncHandledRejections by using FixedQueue	node-process	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	3518af036c7446e91a34f89811a3f4b7199bb5ba	2026-01-02T19:40:16+08:00	process: improve process.cwd() error message	node-process	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	ce444fa83769cc1e3d02e5c6043b2d0803d56d14	2026-01-02T23:30:15+08:00	build: support building crates (temporal) on windows	node-build	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	9458e453f3d7cc07f3bd931d021bdba0c1fee45c	2026-01-02T11:00:40-05:00	test: asserts that import.meta.resolve invokes sync loader hooks	node-test	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	ae5cbdae561cf8255df68ddf388bc2ff0b91b624	2026-01-02T21:37:36+03:00	node-api: add napi_set_prototype	node-node-api	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	95852d71568af81ff740c226635ea1b5aafb70a1	2026-01-03T04:01:34+01:00	fs: validate statfs path	node-fs	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	174a4cd3fc8e74f5a1286e507154bbd1588c3a67	2026-01-03T18:13:53Z	meta: bump cachix/install-nix-action from 31.8.4 to 31.9.0	node-meta	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	633c9a0b1f813d4b21804dbe7200d3523fc5c326	2026-01-03T18:14:05Z	meta: bump peter-evans/create-pull-request from 7.0.9 to 8.0.0	node-meta	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	0d325d8445928af2b5c53ca1cf15765e101bdec2	2026-01-03T18:14:17Z	meta: bump actions/upload-artifact from 5.0.0 to 6.0.0	node-meta	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	81c869ff0a0d06dc71539a13e3af7f80e70f5ee3	2026-01-03T18:14:26Z	meta: bump actions/checkout from 6.0.0 to 6.0.1	node-meta	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	fc0952f0b11ae7ea88589cf6996a00a9999277a4	2026-01-03T18:14:37Z	meta: bump codecov/codecov-action from 5.5.1 to 5.5.2	node-meta	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	397e624d7c5e4b72220821ee79f69e6af54d89a5	2026-01-03T18:14:47Z	meta: bump github/codeql-action from 4.31.6 to 4.31.9	node-meta	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	a4f51edef5e2bea6dbd78b9532edcb31191240f8	2026-01-03T18:14:58Z	meta: bump actions/download-artifact from 6.0.0 to 7.0.0	node-meta	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	c99af89d3380036b4d25307b45e99d02b4bb015c	2026-01-03T18:15:08Z	meta: bump actions/cache from 4.3.0 to 5.0.1	node-meta	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	4a59ba817a4be0797eea0bc1ed55ea103ee4dd51	2026-01-03T18:15:18Z	meta: bump actions/setup-node from 6.0.0 to 6.1.0	node-meta	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	32e9ee3d29fc66fc342b696e2f5d78821c9ea549	2026-01-03T18:15:31Z	meta: bump step-security/harden-runner from 2.13.2 to 2.14.0	node-meta	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	7199a613308fee9a33d31dc432c41cc8b91912b8	2026-01-03T18:15:41Z	tools: bump the eslint group in /tools/eslint with 2 updates	node-tools	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	282d30e526cb0c3ceb7e1720858f61bf6ba7d2cf	2026-01-03T23:39:11+01:00	src: dump snapshot source with node:generate_default_snapshot_source	node-src	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	650f51fe457e2daab3d6be0434b9f93ec7a05275	2026-01-04T11:13:31+09:00	doc: add reusePort error behavior to net module	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	088e63842a82f3531220613f1bec60b789f67a11	2026-01-04T16:39:14-03:00	doc: add PR-URL requirement for security backports	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	6218d14505668002ece19dd91b3349e4d3967759	2026-01-04T21:11:43+01:00	build: fix inconsistent quoting in `Makefile`	node-build	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	77c2b5383417459a5096a571ccceed5b2b8e5279	2026-01-05T14:08:06+01:00	build: expose libplatform symbols in shared libnode	v8-build-integration	retained-by-path	Changed a screened Node/V8 integration or memory-related path. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	5246229a895d40046f9d4fe3af675d02e776b9de	2026-01-05T14:08:16+01:00	doc: correct typo in api contributing doc	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	4593b43ce710f5dea7f196e57dca2e56fc71a9a5	2026-01-05T16:55:55+01:00	doc: correct typo in BUILDING doc	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	01e44dc9eb800e2ca5e20f724b75abe5067fe53a	2026-01-06T00:02:24+08:00	worker: update code examples for `node:worker_threads` module	node-worker	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	ac73a0799a1fe5b5735412590d02116ba3516cab	2026-01-05T18:00:32-03:00	doc: mention --newVersion release script	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	8af8d8d5d7789de07c459a454a0b82170ebbff81	2026-01-06T01:14:28Z	deps: update nbytes to 0.1.2	node-deps	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	bcdf2e0b24f41637af62418b5c6ea49514dd3f0d	2026-01-06T01:14:39Z	deps: update cjs-module-lexer to 2.2.0	node-deps	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	d050aa87e81973f2422eeb55d4926cf01def8020	2026-01-06T01:14:48Z	tools: update nixpkgs-unstable to 16c7794d0a28b5a37904d55bcca36003b91	node-tools	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	2030fd345bc43748f0986ab8c72bc03d043c60b5	2026-01-06T03:52:15-05:00	doc: fix typos and grammar in `BUILDING.md` & `onboarding.md`	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	b9468236599fe54645273f498835cc9be944dee6	2026-01-07T07:47:41Z	deps: update undici to 7.18.2	wasm-trap-integration	retained-by-path	Changed a screened Node/V8 integration or memory-related path. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	a86db6be70d4be0a05a14e7c1a0065149819c723	2026-01-07T12:10:50+01:00	src: simplify handling of kNoAuthTagLength	node-src	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	c198b1cd724b5dfc60f05f90b4e856ccbd184a72	2026-01-07T12:32:34+01:00	build: add `--shared-gtest` configure flag	v8-build-integration	retained-by-path	Changed a screened Node/V8 integration or memory-related path. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	842448b1ee8c0a7b428c4550b2e9eac6f8659944	2026-01-04T19:00:14+01:00	build: add `--shared-hdr-histogram` configure flag	v8-build-integration	retained-by-path	Changed a screened Node/V8 integration or memory-related path. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	a18f8c169352dd8a452df9fd4de9319cc2bd329a	2026-01-07T23:34:50+01:00	doc: reserve NMV 145 for Electron 41	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	61d0a9580d3a53f6e7ae2b7acc0f3041007fa45c	2026-01-08T12:55:01-05:00	doc: fix filename typo	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	d91543a7316f1746240174fa88beaa4f462301de	2026-01-08T21:34:57Z	doc: add sqlite session disposal method	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
